distance,fuel,location,make,model,price,resource,year
262341.0,Dizel,Podgorica,Volkswagen,Caddy,4900.0,autodiler.me,2008
278152.0,Dizel,Podgorica,Volkswagen,Passat,5300.0,autodiler.me,2007
240125.0,Dizel,Podgorica,Volkswagen,Golf 5,4950.0,autodiler.me,2005
209000.0,Dizel,Pljevlja,Volkswagen,Polo,3550.0,autodiler.me,2007
310000.0,Dizel,Bijelo Polje,Volkswagen,Golf 5,5000.0,autodiler.me,2005
240000.0,Dizel,Podgorica,BMW,X5,16500.0,autodiler.me,2009
263000.0,Dizel,Nikšić,Volkswagen,Golf Plus,4350.0,autodiler.me,2005
198350.0,Dizel,Podgorica,Mercedes Benz,E 300,22000.0,autodiler.me,2015
182000.0,Dizel,Podgorica,Dodge,Caliber,5500.0,autodiler.me,2008
230000.0,Dizel,Podgorica,Volkswagen,Polo,4300.0,autodiler.me,2008
270000.0,Dizel,Podgorica,Audi,A6,20000.0,autodiler.me,2013
212150.0,Dizel,Ulcinj,BMW,X5,16900.0,autodiler.me,2009
199999.0,Dizel,Podgorica,Volkswagen,Golf 7,16599.0,autodiler.me,2019
175000.0,Dizel,Podgorica,Audi,Q3,24000.0,autodiler.me,2016
277000.0,Dizel,Podgorica,Fiat,Stilo,2000.0,autodiler.me,2003
148000.0,Dizel,Kotor,Honda,Accord,9999.0,autodiler.me,2009
172000.0,Dizel,Podgorica,Volkswagen,Golf 7,21999.0,autodiler.me,2017
250000.0,Dizel,Podgorica,Volkswagen,Passat,5000.0,autodiler.me,2006
316000.0,Dizel,Podgorica,Nissan,Patrol,11800.0,autodiler.me,1999
227000.0,Dizel,Podgorica,Mercedes Benz,C 220,19400.0,autodiler.me,2014
252552.0,Dizel,Podgorica,Volkswagen,Passat,13500.0,autodiler.me,2013
143000.0,Benzin,Nikšić,Ford,Fusion,3300.0,autodiler.me,2005
158400.0,Benzin,Nikšić,Lancia,MUSA,3800.0,autodiler.me,2009
121400.0,Benzin,Nikšić,Seat,Ibiza,3000.0,autodiler.me,2006
264300.0,Dizel,Nikšić,Volkswagen,Golf Plus,4700.0,autodiler.me,2005
262300.0,Dizel,Nikšić,Mercedes Benz,A 180,3750.0,autodiler.me,2007
123456.0,Benzin+Plin,Herceg Novi,Fiat,Punto,850.0,autodiler.me,1997
123123.0,Benzin,Bijelo Polje,Fiat,126,800.0,autodiler.me,1988
310000.0,Dizel,Podgorica,Audi,A3,5100.0,autodiler.me,2005
220000.0,Dizel,Budva,Volkswagen,Golf 6,9300.0,autodiler.me,2011
104000.0,Benzin,Ulcinj,Mercedes Benz,GLE 400,45000.0,autodiler.me,2017
126750.0,Dizel,Kotor,Volkswagen,Golf 7,25500.0,autodiler.me,2019
210000.0,Dizel,Podgorica,Volkswagen,Polo,5450.0,autodiler.me,2011
217000.0,Dizel,Pljevlja,BMW,X3,18000.0,autodiler.me,2011
240000.0,Dizel,Podgorica,Audi,A5,28300.0,autodiler.me,2018
200000.0,Dizel,Podgorica,Volkswagen,Touareg,5000.0,autodiler.me,2004
296307.0,Dizel,Nikšić,Volkswagen,Golf 6,7200.0,autodiler.me,2010
176000.0,Dizel,Budva,BMW,316,18000.0,autodiler.me,2018
115017.0,Dizel,Podgorica,Honda,Civic,4000.0,autodiler.me,2008
181500.0,Dizel,Podgorica,Volkswagen,Touran,11700.0,autodiler.me,2015
194000.0,Dizel,Nikšić,Volkswagen,Golf 7,16000.0,autodiler.me,2017
204000.0,Dizel,Bar,Renault,Scenic,8500.0,autodiler.me,2016
77000.0,Dizel,Podgorica,Dacia,Duster,12500.0,autodiler.me,2017
327000.0,Benzin,Podgorica,BMW,323,4000.0,autodiler.me,1999
226000.0,Dizel,Podgorica,BMW,116,12500.0,autodiler.me,2012
311000.0,Dizel,Berane,Citroen,C4,3400.0,autodiler.me,2005
216000.0,Dizel,Budva,Mercedes Benz,B 180,16900.0,autodiler.me,2017
250000.0,Dizel,Nikšić,Nissan,Qashqai,7000.0,autodiler.me,2008
170000.0,Benzin,Budva,Peugeot,308,7500.0,autodiler.me,2010
132523.0,Benzin,Budva,Audi,A3,17000.0,autodiler.me,2014
202000.0,Dizel,Nikšić,Audi,Q5,19999.0,autodiler.me,2013
170000.0,Dizel,Podgorica,Mazda,CX,23500.0,autodiler.me,2019
229000.0,Dizel,Bijelo Polje,Volkswagen,Touran,5100.0,autodiler.me,2010
132000.0,Dizel,Nikšić,Renault,Koleos,11550.0,autodiler.me,2014
210000.0,Dizel,Nikšić,Volkswagen,Golf 6,8500.0,autodiler.me,2011
156000.0,Dizel,Bar,Mercedes Benz,CLS 350,25500.0,autodiler.me,2014
180000.0,Dizel,Podgorica,Volkswagen,Touran,11700.0,autodiler.me,2015
254089.0,Benzin,Podgorica,Jaguar,S,750.0,autodiler.me,2000
14000.0,Benzin,Nikšić,Volkswagen,T,10.0,autodiler.me,2021
315000.0,Dizel,Podgorica,Volkswagen,Touareg,9900.0,autodiler.me,2007
105650.0,Dizel,Podgorica,Renault,Scenic,8749.0,autodiler.me,2015
260000.0,Dizel,Podgorica,Renault,Clio,2150.0,autodiler.me,2006
246000.0,Dizel,Podgorica,Ford,C,3700.0,autodiler.me,2008
231112.0,Dizel,Podgorica,Audi,A3,5500.0,autodiler.me,2006
233000.0,Dizel,Bijelo Polje,BMW,118,5500.0,autodiler.me,2009
0.0,Benzin,Nikšić,Opel,Corsa,700.0,autodiler.me,1994
279000.0,Dizel,Podgorica,Audi,A6,16100.0,autodiler.me,2012
186.0,Benzin,Nikšić,Chrysler,300C,4999.0,autodiler.me,2005
260000.0,Dizel,Podgorica,Volkswagen,Golf 5,5550.0,autodiler.me,2008
367658.0,Dizel,Bar,BMW,X3,5500.0,autodiler.me,2004
190000.0,Dizel,Podgorica,Volkswagen,Polo,5750.0,autodiler.me,2011
190000.0,Dizel,Podgorica,Volkswagen,Polo,5750.0,autodiler.me,2011
230000.0,Dizel,Bar,Volkswagen,Golf 7,15500.0,autodiler.me,2018
186000.0,Dizel,Budva,Land Rover,Range Rover Evoque,19000.0,autodiler.me,2013
256000.0,Dizel,Nikšić,Volkswagen,Passat,10800.0,autodiler.me,2011
274000.0,Dizel,Nikšić,Volkswagen,Touran,6000.0,autodiler.me,2008
172000.0,Dizel,Nikšić,Subaru,XV,9200.0,autodiler.me,2012
212000.0,Dizel,Nikšić,Škoda,Octavia,8700.0,autodiler.me,2009
266000.0,Dizel,Nikšić,Škoda,Octavia,5500.0,autodiler.me,2008
340000.0,Dizel,Kotor,Audi,A6,5500.0,autodiler.me,2005
214000.0,Dizel,Podgorica,Citroen,C4 Picasso,4999.0,autodiler.me,2007
200.0,Dizel,Podgorica,Peugeot,508,10500.0,autodiler.me,2015
46000.0,Benzin,Podgorica,Fiat,595 Abarth,14999.0,autodiler.me,2012
250000.0,Dizel,Podgorica,Volkswagen,Caddy,4999.0,autodiler.me,2006
280000.0,Dizel,Podgorica,Audi,A6,6599.0,autodiler.me,2008
194500.0,Dizel,Podgorica,Volkswagen,Polo,7800.0,autodiler.me,2010
280000.0,Dizel,Podgorica,Volkswagen,Golf 7,11500.0,autodiler.me,2014
173000.0,Dizel,Bar,Land Rover,Discovery Sport,25900.0,autodiler.me,2016
162000.0,Dizel,Podgorica,Peugeot,Partner,2300.0,autodiler.me,2007
246000.0,Dizel,Podgorica,Volkswagen,Golf 4,2000.0,autodiler.me,1999
297.0,Dizel,Bar,Volkswagen,Golf Plus,4500.0,autodiler.me,2006
80000.0,Benzin,Kotor,Ford,Fiesta,750.0,autodiler.me,1996
197474.0,Dizel,Podgorica,Volkswagen,Golf Plus,4000.0,autodiler.me,2006
159000.0,Dizel,Bar,Mercedes Benz,C 200,21500.0,autodiler.me,2016
220000.0,Dizel,Podgorica,BMW,X5,33500.0,autodiler.me,2014
190000.0,Dizel,Podgorica,Opel,Corsa,4450.0,autodiler.me,2010
215000.0,Dizel,Budva,Mercedes Benz,A 170,4200.0,autodiler.me,2005
207000.0,Dizel,Budva,Volkswagen,Polo,5990.0,autodiler.me,2011
230000.0,Benzin,Podgorica,Volkswagen,Polo,1300.0,autodiler.me,2000
228000.0,Dizel,Budva,Ford,Focus,2300.0,autodiler.me,2007
234000.0,Dizel,Podgorica,Kia,Soul,6000.0,autodiler.me,2009
143000.0,Benzin+Plin,Nikšić,Mazda,CX,8700.0,autodiler.me,2008
214000.0,Dizel,Podgorica,Suzuki,Swift,4500.0,autodiler.me,2010
260000.0,Dizel,Podgorica,Renault,Grand Scenic,5500.0,autodiler.me,2010
2120000.0,Dizel,Podgorica,Volkswagen,Polo,4700.0,autodiler.me,2012
245151.0,Dizel,Podgorica,Ford,Focus,3500.0,autodiler.me,2006
175000.0,Benzin,Tivat,Volkswagen,Polo GTI,10000.0,autodiler.me,2011
250000.0,Dizel,Podgorica,Volvo,V50,3900.0,autodiler.me,2004
140000.0,Dizel,Podgorica,Opel,Insignia,11000.0,autodiler.me,2013
150.0,Benzin,Tivat,Volkswagen,Fox,2350.0,autodiler.me,2006
144200.0,Benzin,Nikšić,BMW,435,25000.0,autodiler.me,2013
257000.0,Dizel,Bar,Audi,A3,6600.0,autodiler.me,2008
216000.0,Dizel,Nikšić,Volkswagen,Passat,17500.0,autodiler.me,2017
254000.0,Dizel,Nikšić,Volvo,XC 90,9500.0,autodiler.me,2007
193800.0,Dizel,Podgorica,Volkswagen,Passat,17000.0,autodiler.me,2017
160000.0,Benzin,Kotor,Mini,Cooper,5500.0,autodiler.me,2007
280000.0,Dizel,Rožaje,BMW,X5,24000.0,autodiler.me,2016
229032.0,Dizel,Plav,Volkswagen,Polo,4400.0,autodiler.me,2007
367000.0,Dizel,Podgorica,Mercedes Benz,270,4200.0,autodiler.me,2000
309000.0,Dizel,Bar,Audi,A3,6999.0,autodiler.me,2008
143000.0,Benzin,Budva,BMW,528,12500.0,autodiler.me,2010
179000.0,Dizel,Podgorica,BMW,520,33900.0,autodiler.me,2019
224000.0,Dizel,Bijelo Polje,Citroen,C3,3400.0,autodiler.me,2009
300000.0,Dizel,Nikšić,Volkswagen,Passat,1500.0,autodiler.me,1997
204000.0,Dizel,Podgorica,BMW,520,29500.0,autodiler.me,2018
257070.0,Dizel,Podgorica,Audi,A4,14000.0,autodiler.me,2011
213000.0,Benzin,Bijelo Polje,BMW,120,15000.0,autodiler.me,2012
207000.0,Benzin,Bar,Peugeot,107,3000.0,autodiler.me,2008
259500.0,Dizel,Herceg Novi,BMW,118,5600.0,autodiler.me,2007
266000.0,Dizel,Nikšić,Audi,A4,6200.0,autodiler.me,2007
221000.0,Dizel,Nikšić,Audi,Q5,18100.0,autodiler.me,2012
276000.0,Dizel,Podgorica,Volkswagen,Beetle,2200.0,autodiler.me,2003
298000.0,Dizel,Herceg Novi,Peugeot,308,4200.0,autodiler.me,2011
104000.0,Dizel,Bar,Volkswagen,Golf 7,11000.0,autodiler.me,2013
240000.0,Dizel,Nikšić,Renault,Koleos,6800.0,autodiler.me,2009
160000.0,Dizel,Podgorica,Hyundai,Accent,1850.0,autodiler.me,2005
255000.0,Dizel,Podgorica,Volkswagen,Touareg,17500.0,autodiler.me,2010
81300.0,Dizel,Budva,Audi,A3,16000.0,autodiler.me,2017
237000.0,Dizel,Budva,Volkswagen,Golf Plus,4850.0,autodiler.me,2006
280565.0,Dizel,Pljevlja,Audi,A3,3600.0,autodiler.me,2004
237000.0,Dizel,Podgorica,Volkswagen,Jetta,9400.0,autodiler.me,2011
190000.0,Dizel,Bar,Renault,Clio,7500.0,autodiler.me,2014
160000.0,Dizel,Podgorica,Volkswagen,Golf 7,14500.0,autodiler.me,2015
253733.0,Dizel,Nikšić,Mercedes Benz,A 180,5750.0,autodiler.me,2011
235.0,Dizel,Nikšić,BMW,530,34300.0,autodiler.me,2017
231000.0,Dizel,Kotor,Audi,A3,4300.0,autodiler.me,2007
28000.0,Električno,Podgorica,Ligier,Be,4500.0,autodiler.me,2014
257121.0,Dizel,Cetinje,Ford,Fiesta,3500.0,autodiler.me,2007
199000.0,Dizel,Podgorica,Škoda,Yeti,9650.0,autodiler.me,2010
244000.0,Dizel,Podgorica,Volkswagen,Jetta,4250.0,autodiler.me,2006
203000.0,Dizel,Podgorica,Mazda,5,4850.0,autodiler.me,2009
325000.0,Dizel,Podgorica,Renault,Megane,2599.0,autodiler.me,2006
154000.0,Benzin,Bar,Audi,S8,26800.0,autodiler.me,2000
39000.0,Dizel,Kotor,Volkswagen,Golf 4,1200.0,autodiler.me,2000
240000.0,Dizel,Podgorica,Volkswagen,Tiguan,9200.0,autodiler.me,2007
255500.0,Dizel,Podgorica,Mercedes Benz,ML 280,9400.0,autodiler.me,2005
110600.0,Dizel,Podgorica,BMW,318,13700.0,autodiler.me,2013
252000.0,Dizel,Kotor,Volkswagen,Touareg,21900.0,autodiler.me,2012
237500.0,Dizel,Podgorica,Audi,A6,24750.0,autodiler.me,2017
333000.0,Dizel,Podgorica,Volkswagen,Golf 4,2199.0,autodiler.me,1998
253000.0,Dizel,Podgorica,Audi,A6,17500.0,autodiler.me,2012
249000.0,Dizel,Tivat,Volkswagen,Passat CC,9300.0,autodiler.me,2009
245000.0,Dizel,Berane,Audi,Q5,15500.0,autodiler.me,2010
152000.0,Dizel,Podgorica,Renault,Captur,11800.0,autodiler.me,2015
105000.0,Dizel,Podgorica,Fiat,Doblo,8200.0,autodiler.me,2016
270000.0,Benzin+Plin,Podgorica,Audi,A6,5500.0,autodiler.me,2006
280000.0,Dizel,Herceg Novi,Alfa Romeo,147,1850.0,autodiler.me,2003
250000.0,Dizel,Nikšić,Mercedes Benz,A 180,2350.0,autodiler.me,2004
260000.0,Dizel,Herceg Novi,BMW,X3,9000.0,autodiler.me,2008
220000.0,Dizel,Podgorica,Volkswagen,Golf 6,6600.0,autodiler.me,2009
237000.0,Dizel,Nikšić,Kia,Sportage,10900.0,autodiler.me,2012
25000.0,Benzin,Nikšić,Kia,Stonic,17250.0,autodiler.me,2022
214745.0,Dizel,Podgorica,Volkswagen,Golf 6,10700.0,autodiler.me,2010
267000.0,Dizel,Budva,Mercedes Benz,S 320,12900.0,autodiler.me,2007
219000.0,Dizel,Podgorica,BMW,X3,17800.0,autodiler.me,2011
182000.0,Benzin,Podgorica,Volkswagen,Golf 7,9990.0,autodiler.me,2015
217000.0,Dizel,Bar,BMW,318,14500.0,autodiler.me,2012
247000.0,Dizel,Podgorica,Peugeot,5008,6600.0,autodiler.me,2011
250000.0,Benzin,Podgorica,Audi,A4,9200.0,autodiler.me,2009
249000.0,Dizel,Podgorica,Mercedes Benz,B 180,9300.0,autodiler.me,2012
273300.0,Dizel,Bar,Mitsubishi,Pajero Sport,11000.0,autodiler.me,2003
220500.0,Dizel,Pljevlja,Volkswagen,Tiguan,11200.0,autodiler.me,2009
215000.0,Dizel,Podgorica,Audi,Q5,13950.0,autodiler.me,2010
230000.0,Dizel,Tivat,Volkswagen,Golf 5,6000.0,autodiler.me,2008
380000.0,Dizel,Bijelo Polje,Mercedes Benz,E 270,4000.0,autodiler.me,2003
237110.0,Dizel,Budva,BMW,118,6200.0,autodiler.me,2008
300000.0,Dizel,Bijelo Polje,Mercedes Benz,E 400,5500.0,autodiler.me,2003
260000.0,Dizel,Podgorica,Volkswagen,Golf Plus,4700.0,autodiler.me,2007
270000.0,Dizel,Podgorica,Audi,A6,16800.0,autodiler.me,2012
235000.0,Dizel,Podgorica,Volkswagen,Golf 6,10300.0,autodiler.me,2011
250000.0,Dizel,Nikšić,Audi,A6,21000.0,autodiler.me,2013
270000.0,Dizel,Nikšić,Audi,A4,5000.0,autodiler.me,2003
132000.0,Dizel,Pljevlja,BMW,520,13300.0,autodiler.me,2011
189000.0,Dizel,Bar,Volkswagen,Tiguan,36500.0,autodiler.me,2019
197000.0,Dizel,Cetinje,Renault,Koleos,6400.0,autodiler.me,2008
194000.0,Dizel,Cetinje,Peugeot,508,5600.0,autodiler.me,2012
218000.0,Dizel,Cetinje,Ford,Focus,4200.0,autodiler.me,2008
184572.0,Dizel,Podgorica,Audi,A4,10000.0,autodiler.me,2010
219000.0,Dizel,Podgorica,Volkswagen,Polo,4900.0,autodiler.me,2010
245000.0,Dizel,Rožaje,Audi,Q5,15500.0,autodiler.me,2011
111111.0,Benzin,Herceg Novi,Smart,forTwo,3000.0,autodiler.me,2003
111111.0,Dizel,Pljevlja,Audi,A4,3350.0,autodiler.me,2002
215000.0,Dizel,Podgorica,Volkswagen,Golf 7,10500.0,autodiler.me,2013
162706.0,Dizel,Herceg Novi,Opel,Corsa,3400.0,autodiler.me,2007
447856.0,Dizel,Pljevlja,Volkswagen,Golf 3,1000.0,autodiler.me,1997
81200.0,Dizel,Danilovgrad,Volkswagen,Polo,16200.0,autodiler.me,2019
166000.0,Benzin,Danilovgrad,Mercedes Benz,S 500,13800.0,autodiler.me,2005
315000.0,Dizel,Podgorica,Toyota,RAV 4,8000.0,autodiler.me,2006
190000.0,Benzin,Podgorica,Citroen,C4,5500.0,autodiler.me,2011
195000.0,Dizel,Podgorica,Lancia,Delta,5300.0,autodiler.me,2010
220000.0,Dizel,Podgorica,Audi,Q3,15950.0,autodiler.me,2011
209000.0,Dizel,Podgorica,Volkswagen,Tiguan,11950.0,autodiler.me,2011
197000.0,Dizel,Podgorica,Volvo,XC 60,18900.0,autodiler.me,2016
198000.0,Dizel,Podgorica,Volkswagen,Sharan,13000.0,autodiler.me,2012
299000.0,Dizel,Tivat,Volkswagen,Golf 4,2450.0,autodiler.me,2000
243162.0,Dizel,Podgorica,Audi,Q5,15000.0,autodiler.me,2010
230000.0,Dizel,Cetinje,Fiat,Bravo,4750.0,autodiler.me,2010
312000.0,Dizel,Podgorica,Citroen,C5,5300.0,autodiler.me,2008
111111.0,Benzin,Herceg Novi,BMW,X5,13000.0,autodiler.me,2008
271000.0,Dizel,Pljevlja,Audi,A4,11050.0,autodiler.me,2011
251000.0,Dizel,Podgorica,Volkswagen,Golf 7,9300.0,autodiler.me,2013
256085.0,Dizel,Nikšić,Toyota,Corolla,5700.0,autodiler.me,2007
240000.0,Dizel,Cetinje,BMW,X5 M50,48000.0,autodiler.me,2015
292000.0,Dizel,Rožaje,Audi,A4,3700.0,autodiler.me,2003
194152.0,Dizel,Podgorica,Citroen,Berlingo,5300.0,autodiler.me,2013
178000.0,Dizel,Bar,Alfa Romeo,159,3700.0,autodiler.me,2008
163000.0,Dizel,Nikšić,Volkswagen,Passat,16000.0,autodiler.me,2017
186000.0,Dizel,Cetinje,Land Rover,Range Rover Sport,10600.0,autodiler.me,2008
75000.0,Dizel,Kotor,Audi,A3,16900.0,autodiler.me,2016
249000.0,Dizel,Budva,Audi,A5,10500.0,autodiler.me,2010
177050.0,Benzin+Plin,Danilovgrad,Dacia,Sandero,3100.0,autodiler.me,2010
220000.0,Dizel,Nikšić,BMW,X5,21990.0,autodiler.me,2012
175000.0,Dizel,Nikšić,BMW,540,46950.0,autodiler.me,2018
248000.0,Dizel,Nikšić,Audi,Q5,19700.0,autodiler.me,2014
185000.0,Dizel,Podgorica,Volkswagen,Touran,7900.0,autodiler.me,2010
217000.0,Dizel,Podgorica,Volkswagen,Polo,5400.0,autodiler.me,2010
183000.0,Dizel,Nikšić,Peugeot,207,3700.0,autodiler.me,2008
299500.0,Dizel,Pljevlja,Opel,Astra,1600.0,autodiler.me,2002
284000.0,Dizel,Nikšić,Volkswagen,Golf Plus,6300.0,autodiler.me,2007
212000.0,Dizel,Bar,Audi,A4,11000.0,autodiler.me,2011
276000.0,Benzin,Nikšić,Renault,Megane,800.0,autodiler.me,1998
22200.0,Dizel,Ulcinj,Volkswagen,Tiguan,9900.0,autodiler.me,2008
24000.0,Dizel,Nikšić,Volkswagen,Golf 4,1800.0,autodiler.me,2001
220130.0,Dizel,Bar,Audi,A6,17900.0,autodiler.me,2012
230000.0,Dizel,Bijelo Polje,Volkswagen,Golf Plus,5200.0,autodiler.me,2008
46.0,Benzin,Bar,Toyota,Yaris,16650.0,autodiler.me,2023
320000.0,Benzin+Plin,Berane,Opel,Frontera,2750.0,autodiler.me,1996
186000.0,Dizel,Podgorica,Citroen,C4 Cactus,10250.0,autodiler.me,2016
270000.0,Dizel,Podgorica,BMW,520,15500.0,autodiler.me,2012
195000.0,Dizel,Nikšić,Audi,A6,18300.0,autodiler.me,2012
215000.0,Dizel,Mojkovac,Opel,Meriva,2250.0,autodiler.me,2004
203000.0,Dizel,Nikšić,Toyota,Land Cruiser,34500.0,autodiler.me,2015
137000.0,Benzin,Herceg Novi,Audi,A5,21000.0,autodiler.me,2013
211124.0,Dizel,Podgorica,Toyota,Avensis,6500.0,autodiler.me,2009
252000.0,Dizel,Bijelo Polje,Audi,A4,10500.0,autodiler.me,2009
444444.0,Dizel,Podgorica,BMW,525,2700.0,autodiler.me,1997
192000.0,Dizel,Rožaje,Volkswagen,Polo,5750.0,autodiler.me,2010
220000.0,Dizel,Podgorica,Peugeot,308,5700.0,autodiler.me,2011
415528.0,Dizel,Podgorica,Ford,Focus,2150.0,autodiler.me,2002
255000.0,Dizel,Podgorica,Lancia,Delta,6100.0,autodiler.me,2011
259000.0,Dizel,Bar,BMW,X3,6500.0,autodiler.me,2005
243000.0,Dizel,Podgorica,Volkswagen,Golf Plus,5200.0,autodiler.me,2007
230000.0,Dizel,Podgorica,Mercedes Benz,B 180,10700.0,autodiler.me,2013
270000.0,Benzin,Podgorica,BMW,530,6100.0,autodiler.me,2005
13700.0,Benzin,Podgorica,Opel,Vectra,1200.0,autodiler.me,1991
200000.0,Dizel,Podgorica,Opel,Meriva,5450.0,autodiler.me,2012
195000.0,Benzin,Budva,Mazda,2,6500.0,autodiler.me,2011
273800.0,Dizel,Podgorica,Volkswagen,Golf 5,4850.0,autodiler.me,2006
240000.0,Dizel,Bijelo Polje,Audi,Q3,17200.0,autodiler.me,2012
250000.0,Dizel,Budva,Volkswagen,Touran,5300.0,autodiler.me,2007
50000.0,Benzin,Podgorica,Zastava,750,1200.0,autodiler.me,1983
253000.0,Dizel,Herceg Novi,Audi,A6 Allroad,24000.0,autodiler.me,2013
240000.0,Dizel,Bar,Volkswagen,Golf 6,8700.0,autodiler.me,2011
1.0,Dizel,Podgorica,Audi,A3,6600.0,autodiler.me,2009
94000.0,Benzin,Cetinje,Mazda,3,13500.0,autodiler.me,2015
215000.0,Dizel,Podgorica,BMW,420 Gran Coupe,22000.0,autodiler.me,2016
252300.0,Dizel,Bar,Volkswagen,Polo,5450.0,autodiler.me,2010
238000.0,Dizel,Cetinje,Mercedes Benz,C 320,6500.0,autodiler.me,2007
139000.0,Dizel,Budva,BMW,335 Gran Turismo,40000.0,autodiler.me,2019
194511.0,Dizel,Bar,Mini,Clubman,7600.0,autodiler.me,2008
162540.0,Dizel,Budva,Audi,A4,6999.0,autodiler.me,2006
260000.0,Dizel,Podgorica,Mercedes Benz,B 180,12300.0,autodiler.me,2012
227000.0,Dizel,Podgorica,Seat,Leon,4600.0,autodiler.me,2008
420000.0,Dizel,Podgorica,Volvo,XC 90,1111.0,autodiler.me,2006
77000.0,Dizel,Cetinje,Mercedes Benz,S 350,68000.0,autodiler.me,2018
179000.0,Dizel,Cetinje,Peugeot,3008,21000.0,autodiler.me,2019
2200000.0,Dizel,Nikšić,Audi,A4,12300.0,autodiler.me,2013
218300.0,Dizel,Podgorica,Ford,S,4700.0,autodiler.me,2007
1234568.0,Dizel,Bar,Volkswagen,Golf 4,2300.0,autodiler.me,1999
200000.0,Benzin,Podgorica,Fiat,Panda,2000.0,autodiler.me,2005
280000.0,Dizel,Podgorica,Citroen,C3 Picasso,4500.0,autodiler.me,2010
250000.0,Dizel,Nikšić,Renault,Megane,1200.0,autodiler.me,2006
362584.0,Dizel,Bar,Mercedes Benz,S 320,8000.0,autodiler.me,2001
230000.0,Dizel,Cetinje,Citroen,C4,2700.0,autodiler.me,2007
220000.0,Dizel,Ulcinj,Volkswagen,Tiguan,9300.0,autodiler.me,2011
220000.0,Dizel,Berane,Volkswagen,Polo,5500.0,autodiler.me,2010
214384.0,Dizel,Podgorica,Seat,Ibiza,4550.0,autodiler.me,2011
254352.0,Dizel,Nikšić,Volkswagen,Golf 5,4849.0,autodiler.me,2007
230000.0,Dizel,Berane,Audi,A5,11000.0,autodiler.me,2008
180000.0,Benzin,Tivat,Porsche,Panamera,40000.0,autodiler.me,2012
150000.0,Dizel,Podgorica,BMW,216 Gran Tourer,17500.0,autodiler.me,2019
66000.0,Dizel,Podgorica,BMW,X6,54000.0,autodiler.me,2018
264000.0,Dizel,Tivat,BMW,320,8500.0,autodiler.me,2009
231500.0,Dizel,Nikšić,Renault,Captur,11800.0,autodiler.me,2014
260000.0,Dizel,Nikšić,Nissan,Qashqai+2,9200.0,autodiler.me,2010
226200.0,Dizel,Nikšić,Nissan,Qashqai,9100.0,autodiler.me,2011
221500.0,Dizel,Nikšić,Nissan,Qashqai,6300.0,autodiler.me,2007
257500.0,Dizel,Nikšić,Škoda,Yeti,9700.0,autodiler.me,2010
1111111.0,Dizel,Budva,Volkswagen,Passat,16000.0,autodiler.me,2015
261000.0,Dizel,Bijelo Polje,Volkswagen,Polo,3800.0,autodiler.me,2007
222222.0,Benzin+Plin,Nikšić,Ford,Mondeo,450.0,autodiler.me,2001
102000.0,Benzin,Kotor,Peugeot,207,4300.0,autodiler.me,2007
213000.0,Dizel,Nikšić,Volkswagen,Polo,5650.0,autodiler.me,2010
275000.0,Dizel,Podgorica,Mercedes Benz,E 320,9000.0,autodiler.me,2008
180000.0,Dizel,Bijelo Polje,Škoda,Octavia,7000.0,autodiler.me,2009
179148.0,Dizel,Podgorica,Renault,Clio,10300.0,autodiler.me,2019
175000.0,Dizel,Podgorica,Volkswagen,Golf 7,17000.0,autodiler.me,2019
147000.0,Benzin,Podgorica,Škoda,Citigo,4500.0,autodiler.me,2012
162000.0,Dizel,Podgorica,Renault,Megane,10200.0,autodiler.me,2018
204000.0,Dizel,Podgorica,Volkswagen,Passat,14900.0,autodiler.me,2018
163000.0,Dizel,Podgorica,Audi,A3,16100.0,autodiler.me,2014
174000.0,Dizel,Nikšić,Volkswagen,Tiguan,10000.0,autodiler.me,2009
195000.0,Dizel,Nikšić,Volkswagen,Passat,17000.0,autodiler.me,2017
212570.0,Dizel,Nikšić,Nissan,Qashqai,8800.0,autodiler.me,2012
280000.0,Dizel,Pljevlja,Audi,A6,6500.0,autodiler.me,2007
231800.0,Dizel,Podgorica,Volkswagen,Polo,5850.0,autodiler.me,2012
203000.0,Dizel,Podgorica,Citroen,C3 Picasso,7500.0,autodiler.me,2016
9800.0,Benzin,Podgorica,Audi,Q5,59000.0,autodiler.me,2022
290000.0,Dizel,Podgorica,Volkswagen,Passat CC,8700.0,autodiler.me,2009
216000.0,Benzin+Plin,Pljevlja,BMW,X5,15900.0,autodiler.me,2009
164000.0,Dizel,Tivat,Citroen,C1,4300.0,autodiler.me,2008
244444.0,Benzin,Kotor,Opel,Vectra,1333.0,autodiler.me,1998
290000.0,Benzin,Podgorica,Peugeot,106,850.0,autodiler.me,1992
214250.0,Dizel,Budva,Mercedes Benz,S 320,6500.0,autodiler.me,2005
255000.0,Dizel,Podgorica,BMW,525,13000.0,autodiler.me,2010
1360.0,Benzin,Nikšić,Peugeot,206,850.0,autodiler.me,1999
250000.0,Dizel,Herceg Novi,Volkswagen,Polo,3700.0,autodiler.me,2007
166000.0,Dizel,Cetinje,Citroen,C4 Picasso,10950.0,autodiler.me,2016
128000.0,Dizel,Cetinje,Volvo,XC 60,17650.0,autodiler.me,2016
210620.0,Dizel,Kotor,Škoda,Fabia,4500.0,autodiler.me,2008
206000.0,Dizel,Bar,Volkswagen,Golf 6,7200.0,autodiler.me,2009
207000.0,Dizel,Bar,Škoda,Yeti,8700.0,autodiler.me,2010
